"SpeciesGroup","SpeciesName","OperationYear","AreaName","SpeciesCode","CompanyCount_taxID","TotalNetWeight","TotalWholesaleValue","WholesalePricePerlb"
"herring"," with sac roe",1994,"Ketchikan/Craig",234,3,"855854"," 1595535 "," 1.86 "
"rockfish"," rougheye",1994,"Ketchikan/Craig",151,3,"14880"," 4755 "," 0.32 "
"sablefish (blackcod)","",1994,"Ketchikan/Craig",710,4,"1194389"," 3308918 "," 2.77 "
"salmon roe"," chinook",1994,"Ketchikan/Craig",401,7,"4595"," 15176 "," 3.30 "
"salmon roe"," chum",1994,"Ketchikan/Craig",405,11,"1212690"," 5907351 "," 4.87 "
"salmon roe"," coho",1994,"Ketchikan/Craig",403,7,"68973"," 268640 "," 3.89 "
"salmon roe"," pink",1994,"Ketchikan/Craig",404,8,"1419718"," 2706516 "," 1.91 "
"salmon roe"," sockeye",1994,"Ketchikan/Craig",402,8,"198606"," 1297717 "," 6.53 "
"salmon"," chinook",1994,"Ketchikan/Craig",410,10,"459868"," 1294805 "," 2.82 "
"salmon"," chum",1994,"Ketchikan/Craig",450,16,"17352899"," 12155723 "," 0.70 "
"salmon"," coho",1994,"Ketchikan/Craig",430,14,"5566854"," 11406128 "," 2.05 "
"salmon"," pink",1994,"Ketchikan/Craig",440,12,"39336026"," 36614301 "," 0.93 "
"salmon"," sockeye",1994,"Ketchikan/Craig",420,15,"8988728"," 23898421 "," 2.66 "
"shrimp"," spot",1994,"Ketchikan/Craig",965,6,"173667"," 833257 "," 4.80 "
"cod"," Pacific (gray)",1994,"Kodiak",110,7,"14922871"," 14459997 "," 0.97 "
"crab"," Dungeness",1994,"Kodiak",910,6,"694605"," 1992741 "," 2.87 "
"crab"," Tanner, bairdi",1994,"Kodiak",931,7,"960926"," 6266012 "," 6.52 "
"crab"," red king",1994,"Kodiak",921,3,"33815"," 500004 "," 14.79 "
"flounder"," starry",1994,"Kodiak",129,3,"2976"," 6094 "," 2.05 "
"halibut"," Pacific",1994,"Kodiak",200,11,"8251245"," 21330853 "," 2.59 "
"herring"," with sac roe",1994,"Kodiak",234,13,"9832634"," 8055528 "," 0.82 "
"octopus"," North Pacific",1994,"Kodiak",870,3,"4251"," 10548 "," 2.48 "
"pollock"," walleye",1994,"Kodiak",270,6,"31978916"," 34711863 "," 1.09 "
"rockfish"," northern",1994,"Kodiak",136,4,"70437"," 48750 "," 0.69 "
"rockfish"," rougheye",1994,"Kodiak",151,5,"19664"," 17731 "," 0.90 "
"rockfish"," shortraker",1994,"Kodiak",152,4,"42770"," 33268 "," 0.78 "
"rockfish"," thornyhead (idiots)",1994,"Kodiak",143,8,"94005"," 184813 "," 1.97 "
"rockfish"," yelloweye (red snapper)",1994,"Kodiak",145,3,"2293"," 2504 "," 1.09 "
"sablefish (blackcod)","",1994,"Kodiak",710,10,"2897772"," 10857322 "," 3.75 "
"salmon roe"," chinook",1994,"Kodiak",401,9,"2454"," 14271 "," 5.82 "
"salmon roe"," chum",1994,"Kodiak",405,10,"211675"," 1295865 "," 6.12 "
"salmon roe"," coho",1994,"Kodiak",403,9,"71449"," 390359 "," 5.46 "
"salmon roe"," pink",1994,"Kodiak",404,9,"1674547"," 5109922 "," 3.05 "
"salmon roe"," sockeye",1994,"Kodiak",402,11,"360739"," 2443412 "," 6.77 "
"salmon"," chinook",1994,"Kodiak",410,11,"208096"," 377354 "," 1.81 "
"salmon"," chum",1994,"Kodiak",450,14,"3972997"," 2792959 "," 0.70 "
"salmon"," coho",1994,"Kodiak",430,13,"1882263"," 2737982 "," 1.45 "
"salmon"," pink",1994,"Kodiak",440,12,"32174128"," 38467037 "," 1.20 "
"salmon"," sockeye",1994,"Kodiak",420,16,"12260256"," 32869594 "," 2.68 "
"scallop"," weathervane",1994,"Kodiak",850,5,"260243"," 1028778 "," 3.95 "
"sea cucumber","",1994,"Kodiak",895,3,"147242"," 576188 "," 3.91 "
"sole"," Dover",1994,"Kodiak",124,5,"561734"," 1359659 "," 2.42 "
"sole"," flathead",1994,"Kodiak",122,6,"195856"," 470593 "," 2.40 "
"sole"," rex",1994,"Kodiak",125,6,"226411"," 578948 "," 2.56 "
"sole"," rock",1994,"Kodiak",123,6,"1168506"," 2928582 "," 2.51 "
"herring"," with sac roe",1994,"Kuskokwim",234,3,"2035212"," 1124285 "," 0.55 "
"salmon"," coho",1994,"Kuskokwim",430,3,"4261258"," 7452768 "," 1.75 "
"crab"," red king",1994,"Norton Sound",921,3,"132323"," 710907 "," 5.37 "
"herring"," with sac roe",1994,"Norton Sound",234,8,"2031926"," 1457660 "," 0.72 "
"crab"," Dungeness",1994,"Petersburg/Wrangell",910,5,"729642"," 2247618 "," 3.08 "
"crab"," Tanner, bairdi",1994,"Petersburg/Wrangell",931,3,"859906"," 4272827 "," 4.97 "
"halibut"," Pacific",1994,"Petersburg/Wrangell",200,10,"2775761"," 7048566 "," 2.54 "
"herring"," with sac roe",1994,"Petersburg/Wrangell",234,4,"1161565"," 1308482 "," 1.13 "
"rockfish"," thornyhead (idiots)",1994,"Petersburg/Wrangell",143,3,"20569"," 42208 "," 2.05 "
"rockfish"," yelloweye (red snapper)",1994,"Petersburg/Wrangell",145,3,"22508"," 32657 "," 1.45 "
"sablefish (blackcod)","",1994,"Petersburg/Wrangell",710,5,"4063011"," 13920290 "," 3.43 "
"salmon roe"," chinook",1994,"Petersburg/Wrangell",401,6,"2233"," 7541 "," 3.38 "
"salmon roe"," chum",1994,"Petersburg/Wrangell",405,8,"1032375"," 7937108 "," 7.69 "
"salmon roe"," coho",1994,"Petersburg/Wrangell",403,6,"201451"," 1023534 "," 5.08 "
"salmon roe"," pink",1994,"Petersburg/Wrangell",404,6,"1370295"," 5152622 "," 3.76 "
"salmon roe"," sockeye",1994,"Petersburg/Wrangell",402,6,"68179"," 398066 "," 5.84 "
"salmon"," chinook",1994,"Petersburg/Wrangell",410,12,"422328"," 934257 "," 2.21 "
"salmon"," chum",1994,"Petersburg/Wrangell",450,12,"17525103"," 12868792 "," 0.73 "
"salmon"," coho",1994,"Petersburg/Wrangell",430,15,"6601103"," 11851340 "," 1.80 "
"salmon"," pink",1994,"Petersburg/Wrangell",440,8,"34176004"," 40698721 "," 1.19 "
"salmon"," sockeye",1994,"Petersburg/Wrangell",420,14,"3816209"," 11677908 "," 3.06 "
"shrimp"," coonstriped",1994,"Petersburg/Wrangell",964,12,"8598"," 24993 "," 2.91 "
"shrimp"," northern (pink)",1994,"Petersburg/Wrangell",961,3,"781098"," 1661087 "," 2.13 "
"shrimp"," sidestriped",1994,"Petersburg/Wrangell",962,4,"25632"," 48713 "," 1.90 "
"shrimp"," spot",1994,"Petersburg/Wrangell",965,20,"110147"," 530925 "," 4.82 "
"trout"," steelhead",1994,"Petersburg/Wrangell",540,3,"6202"," 7323 "," 1.18 "
"cod"," Pacific (gray)",1994,"Prince William Sound",110,3,"1845692"," 2571622 "," 1.39 "
"halibut"," Pacific",1994,"Prince William Sound",200,13,"1772262"," 4614211 "," 2.60 "
"rockfish"," quillback",1994,"Prince William Sound",147,3,"1610"," 1080 "," 0.67 "
"rockfish"," silvergray",1994,"Prince William Sound",157,3,"507"," 312 "," 0.62 "
"rockfish"," thornyhead (idiots)",1994,"Prince William Sound",143,3,"4917"," 5903 "," 1.20 "
"rockfish"," yelloweye (red snapper)",1994,"Prince William Sound",145,3,"13911"," 8365 "," 0.60 "
"sablefish (blackcod)","",1994,"Prince William Sound",710,3,"980892"," 3412754 "," 3.48 "
"salmon roe"," chinook",1994,"Prince William Sound",401,6,"25773"," 162177 "," 6.29 "
"salmon roe"," chum",1994,"Prince William Sound",405,8,"192601"," 857258 "," 4.45 "
"salmon roe"," coho",1994,"Prince William Sound",403,7,"397954"," 2435140 "," 6.12 "
"salmon roe"," pink",1994,"Prince William Sound",404,10,"1805977"," 6439170 "," 3.57 "
"salmon roe"," sockeye",1994,"Prince William Sound",402,6,"160207"," 1268461 "," 7.92 "
"salmon"," chinook",1994,"Prince William Sound",410,14,"778586"," 2292132 "," 2.94 "
"salmon"," chum",1994,"Prince William Sound",450,9,"4744980"," 4115250 "," 0.87 "
"salmon"," coho",1994,"Prince William Sound",430,14,"7207173"," 11864559 "," 1.65 "
"salmon"," pink",1994,"Prince William Sound",440,8,"39823970"," 46873423 "," 1.18 "
"salmon"," sockeye",1994,"Prince William Sound",420,17,"6916194"," 18149194 "," 2.62 "
"cod"," Pacific (gray)",1994,"Sitka/Pelican",110,3,"30314"," 11302 "," 0.37 "
"halibut"," Pacific",1994,"Sitka/Pelican",200,3,"3625039"," 10043912 "," 2.77 "
"herring"," with sac roe",1994,"Sitka/Pelican",234,5,"4697552"," 5033859 "," 1.07 "
"rockfish"," China",1994,"Sitka/Pelican",149,3,"6107"," 3571 "," 0.58 "
"rockfish"," quillback",1994,"Sitka/Pelican",147,3,"67681"," 45213 "," 0.67 "
"rockfish"," rougheye",1994,"Sitka/Pelican",151,3,"56549"," 64612 "," 1.14 "
"rockfish"," thornyhead (idiots)",1994,"Sitka/Pelican",143,3,"64638"," 133021 "," 2.06 "
"rockfish"," yelloweye (red snapper)",1994,"Sitka/Pelican",145,3,"798285"," 665978 "," 0.83 "
"sablefish (blackcod)","",1994,"Sitka/Pelican",710,4,"5086696"," 14494854 "," 2.85 "
"salmon roe"," chum",1994,"Sitka/Pelican",405,5,"405982"," 3083810 "," 7.60 "
"salmon roe"," coho",1994,"Sitka/Pelican",403,9,"129820"," 473097 "," 3.64 "
"salmon roe"," pink",1994,"Sitka/Pelican",404,3,"23381"," 60317 "," 2.58 "
"salmon"," chinook",1994,"Sitka/Pelican",410,15,"1723815"," 5096232 "," 2.96 "
"salmon"," chum",1994,"Sitka/Pelican",450,13,"4866842"," 3282101 "," 0.67 "
"salmon"," coho",1994,"Sitka/Pelican",430,15,"13219670"," 31224803 "," 2.36 "
"salmon"," pink",1994,"Sitka/Pelican",440,13,"1421006"," 1076219 "," 0.76 "
"salmon"," sockeye",1994,"Sitka/Pelican",420,11,"52886"," 177777 "," 3.36 "
"shrimp"," spot",1994,"Sitka/Pelican",965,4,"9313"," 54170 "," 5.82 "
"salmon roe"," chinook",1994,"Yukon",401,7,"27042"," 149244 "," 5.52 "
"salmon roe"," chum",1994,"Yukon",405,7,"63241"," 583745 "," 9.23 "
"salmon"," chinook",1994,"Yukon",410,8,"850878"," 3950238 "," 4.64 "
"salmon"," chum",1994,"Yukon",450,4,"147394"," 118090 "," 0.80 "
"crab"," golden (brown) king",1995,"Adak/West Aleutians",923,3,"971421"," 5227124 "," 5.38 "
"halibut"," Pacific",1995,"Alaska Peninsula",200,3,"893955"," 2401627 "," 2.69 "
"herring"," bait",1995,"Alaska Peninsula",233,3,"2180002"," 860632 "," 0.39 "
"salmon roe"," chinook",1995,"Alaska Peninsula",401,6,"12344"," 51496 "," 4.17 "
"salmon roe"," chum",1995,"Alaska Peninsula",405,6,"347217"," 1788869 "," 5.15 "
"salmon roe"," coho",1995,"Alaska Peninsula",403,4,"41194"," 212059 "," 5.15 "
"salmon roe"," pink",1995,"Alaska Peninsula",404,4,"1140299"," 3382529 "," 2.97 "
"salmon roe"," sockeye",1995,"Alaska Peninsula",402,6,"627333"," 4462057 "," 7.11 "
"salmon"," chinook",1995,"Alaska Peninsula",410,11,"360890"," 532026 "," 1.47 "
"salmon"," chum",1995,"Alaska Peninsula",450,13,"9269211"," 6633474 "," 0.72 "
"salmon"," coho",1995,"Alaska Peninsula",430,8,"2028873"," 2692537 "," 1.33 "
"salmon"," pink",1995,"Alaska Peninsula",440,9,"32396052"," 26224553 "," 0.81 "
"salmon"," sockeye",1995,"Alaska Peninsula",420,11,"26378188"," 60141970 "," 2.28 "
"crab"," Tanner, bairdi",1995,"Bering Sea",931,14,"1155783"," 7304874 "," 6.32 "
"crab"," Tanner, snow (opilio)",1995,"Bering Sea",932,28,"28123191"," 146937224 "," 5.22 "
"crab"," blue king",1995,"Bering Sea",922,8,"1844201"," 10685479 "," 5.79 "
"crab"," golden (brown) king",1995,"Bering Sea",923,4,"260344"," 1355596 "," 5.21 "
"crab"," hair",1995,"Bering Sea",940,5,"1285612"," 7356801 "," 5.72 "
"crab"," red king",1995,"Bering Sea",921,5,"307216"," 3255618 "," 10.60 "
"halibut"," Pacific",1995,"Bering Sea",200,3,"613648"," 1575567 "," 2.57 "
"herring"," roe on kelp",1995,"Bristol Bay",231,3,"268902"," 857019 "," 3.19 "
"herring"," roe only",1995,"Bristol Bay",232,5,"2840407"," 3455508 "," 1.22 "
"herring"," with sac roe",1995,"Bristol Bay",234,20,"48913689"," 54942036 "," 1.12 "
"salmon roe"," chinook",1995,"Bristol Bay",401,22,"69100"," 336650 "," 4.87 "
"salmon roe"," chum",1995,"Bristol Bay",405,23,"231149"," 1118301 "," 4.84 "
"salmon roe"," coho",1995,"Bristol Bay",403,8,"21739"," 95944 "," 4.41 "
"salmon roe"," sockeye",1995,"Bristol Bay",402,28,"3826198"," 22591910 "," 5.90 "
"salmon"," chinook",1995,"Bristol Bay",410,26,"1499597"," 2327419 "," 1.55 "
"salmon"," chum",1995,"Bristol Bay",450,29,"4064452"," 2802130 "," 0.69 "
"salmon"," coho",1995,"Bristol Bay",430,16,"3262467"," 7491220 "," 2.30 "
"salmon"," sockeye",1995,"Bristol Bay",420,41,"161093467"," 317067457 "," 1.97 "
"salmon"," sockeye",1995,"Canada",420,4,"1211167"," 3278788 "," 2.71 "
"salmon roe"," chinook",1995,"Chignik",401,3,"4037"," 16578 "," 4.11 "
"salmon roe"," chum",1995,"Chignik",405,3,"54209"," 297060 "," 5.48 "
"salmon roe"," coho",1995,"Chignik",403,3,"35090"," 188821 "," 5.38 "
"salmon roe"," pink",1995,"Chignik",404,3,"85846"," 285892 "," 3.33 "
"salmon roe"," sockeye",1995,"Chignik",402,3,"267124"," 2015248 "," 7.54 "
"salmon"," chinook",1995,"Chignik",410,5,"77887"," 101951 "," 1.31 "
"salmon"," chum",1995,"Chignik",450,5,"1711751"," 1071995 "," 0.63 "
"salmon"," coho",1995,"Chignik",430,5,"1152747"," 1328558 "," 1.15 "
"salmon"," pink",1995,"Chignik",440,5,"2663415"," 1145843 "," 0.43 "
"salmon"," sockeye",1995,"Chignik",420,6,"8168044"," 16847054 "," 2.06 "
"cod"," Pacific (gray)",1995,"Cook Inlet",110,11,"5623736"," 4541449 "," 0.81 "
"halibut"," Pacific",1995,"Cook Inlet",200,21,"4313200"," 11709759 "," 2.71 "
"herring"," with sac roe",1995,"Cook Inlet",234,8,"2444458"," 2983428 "," 1.22 "
"lingcod","",1995,"Cook Inlet",130,4,"21433"," 31405 "," 1.47 "
"rockfish"," rougheye",1995,"Cook Inlet",151,4,"35964"," 57368 "," 1.60 "
"rockfish"," thornyhead (idiots)",1995,"Cook Inlet",143,4,"55576"," 179234 "," 3.23 "
"rockfish"," unspecified slope",1995,"Cook Inlet",144,3,"45981"," 34597 "," 0.75 "
"rockfish"," yelloweye (red snapper)",1995,"Cook Inlet",145,5,"17865"," 29589 "," 1.66 "
"sablefish (blackcod)","",1995,"Cook Inlet",710,8,"5135669"," 21454149 "," 4.18 "
"salmon roe"," chinook",1995,"Cook Inlet",401,13,"52280"," 225147 "," 4.31 "
"salmon roe"," chum",1995,"Cook Inlet",405,13,"314853"," 1249216 "," 3.97 "
"salmon roe"," coho",1995,"Cook Inlet",403,13,"105993"," 519677 "," 4.90 "
"salmon roe"," pink",1995,"Cook Inlet",404,9,"541577"," 1469583 "," 2.71 "
"salmon roe"," sockeye",1995,"Cook Inlet",402,13,"592812"," 3497445 "," 5.90 "
"salmon"," chinook",1995,"Cook Inlet",410,24,"1035328"," 3428848 "," 3.31 "
"salmon"," chum",1995,"Cook Inlet",450,25,"20724026"," 5330203 "," 0.26 "
"salmon"," coho",1995,"Cook Inlet",430,28,"3122203"," 4082216 "," 1.31 "
"salmon"," pink",1995,"Cook Inlet",440,23,"14328750"," 24396722 "," 1.70 "
"salmon"," sockeye",1995,"Cook Inlet",420,28,"17741221"," 38938202 "," 2.19 "
"cod"," Pacific (gray)",1995,"Dutch Harbor",110,7,"24107817"," 25785969 "," 1.07 "
"crab"," Tanner, bairdi",1995,"Dutch Harbor",931,6,"1247698"," 8377841 "," 6.71 "
"crab"," Tanner, grooved (tanneri)",1995,"Dutch Harbor",933,4,"1077596"," 5293244 "," 4.91 "
"crab"," Tanner, snow (opilio)",1995,"Dutch Harbor",932,10,"11297442"," 61133691 "," 5.41 "
"crab"," blue king",1995,"Dutch Harbor",922,3,"765879"," 4618276 "," 6.03 "
"crab"," golden (brown) king",1995,"Dutch Harbor",923,3,"3400886"," 20193068 "," 5.94 "
"crab"," red king",1995,"Dutch Harbor",921,4,"446383"," 4434289 "," 9.93 "
"halibut"," Pacific",1995,"Dutch Harbor",200,7,"3902625"," 10213794 "," 2.62 "
"octopus"," North Pacific",1995,"Dutch Harbor",870,3,"20010"," 25758 "," 1.29 "
"pollock"," walleye",1995,"Dutch Harbor",270,3,"204718367"," 178900215 "," 0.87 "
"rockfish"," thornyhead (idiots)",1995,"Dutch Harbor",143,3,"47545"," 139397 "," 2.93 "
"rockfish"," yelloweye (red snapper)",1995,"Dutch Harbor",145,3,"13055"," 9785 "," 0.75 "
"sablefish (blackcod)","",1995,"Dutch Harbor",710,5,"959791"," 3445106 "," 3.59 "
"turbot"," Greenland",1995,"Dutch Harbor",134,5,"1063839"," 1314435 "," 1.24 "
"cod"," Pacific (gray)",1995,"EEZ",110,52,"81183226"," 75602274 "," 0.93 "
"flounder"," Alaska plaice",1995,"EEZ",133,15,"4300103"," 2047516 "," 0.48 "
"flounder"," arrowtooth",1995,"EEZ",121,4,"116527"," 39408 "," 0.34 "
"greenling"," Atka mackerel",1995,"EEZ",193,12,"27937780"," 13547144 "," 0.48 "
"groundfish"," general",1995,"EEZ",100,4,"26521"," 44126 "," 1.66 "
"lingcod","",1995,"EEZ",130,9,"71679"," 102944 "," 1.44 "
"octopus"," North Pacific",1995,"EEZ",870,4,"12586"," 4059 "," 0.32 "
"perch"," Pacific ocean",1995,"EEZ",141,15,"4855917"," 5071776 "," 1.04 "
"pollock"," walleye",1995,"EEZ",270,33,"264375466"," 320733523 "," 1.21 "
"rockfish"," black",1995,"EEZ",142,5,"59336"," 2672 "," 0.05 "
"rockfish"," dusky",1995,"EEZ",154,16,"1596795"," 1254153 "," 0.79 "
"rockfish"," northern",1995,"EEZ",136,15,"2244913"," 1101814 "," 0.49 "
"rockfish"," red",1995,"EEZ",140,3,"7259"," 9992 "," 1.38 "
"rockfish"," redbanded",1995,"EEZ",153,4,"2042"," 2196 "," 1.08 "
"rockfish"," redstripe",1995,"EEZ",158,5,"66529"," 31425 "," 0.47 "
"rockfish"," rougheye",1995,"EEZ",151,20,"274858"," 443953 "," 1.62 "
"rockfish"," sharpchin",1995,"EEZ",166,4,"7530"," 4141 "," 0.55 "
"rockfish"," shortraker",1995,"EEZ",152,22,"436963"," 948582 "," 2.17 "
"rockfish"," silvergray",1995,"EEZ",157,8,"92533"," 81844 "," 0.88 "
"rockfish"," thornyhead (idiots)",1995,"EEZ",143,38,"414117"," 1473375 "," 3.56 "
"rockfish"," unspecified demersal",1995,"EEZ",168,3,"4646"," 7748 "," 1.67 "
"rockfish"," widow",1995,"EEZ",156,3,"6453"," 6129 "," 0.95 "
"rockfish"," yelloweye (red snapper)",1995,"EEZ",145,10,"140576"," 254409 "," 1.81 "
"sablefish (blackcod)","",1995,"EEZ",710,33,"6222290"," 25370962 "," 4.08 "
"salmon"," chinook",1995,"EEZ",410,3,"7862"," 12639 "," 1.61 "
"salmon"," chum",1995,"EEZ",450,3,"1120"," 835 "," 0.75 "
"salmon"," coho",1995,"EEZ",430,3,"41073"," 48612 "," 1.18 "
"salmon"," pink",1995,"EEZ",440,4,"672155"," 926623 "," 1.38 "
"salmon"," sockeye",1995,"EEZ",420,3,"193"," 293 "," 1.52 "
"skate"," general",1995,"EEZ",700,6,"16912"," 5818 "," 0.34 "
"sole"," Dover",1995,"EEZ",124,8,"985251"," 728816 "," 0.74 "
"sole"," butter",1995,"EEZ",126,6,"111454"," 66348 "," 0.60 "
"sole"," flathead",1995,"EEZ",122,21,"8659010"," 7092591 "," 0.82 "
"sole"," rex",1995,"EEZ",125,18,"5764837"," 7203595 "," 1.25 "
"sole"," rock",1995,"EEZ",123,21,"15233374"," 24665952 "," 1.62 "
"sole"," yellowfin",1995,"EEZ",127,23,"70084873"," 28402211 "," 0.41 "
"turbot"," Greenland",1995,"EEZ",134,34,"1882517"," 2884017 "," 1.53 "
"cod"," Pacific (gray)",1995,"Juneau/Yakutat",110,9,"57939"," 36686 "," 0.63 "
"crab"," Dungeness",1995,"Juneau/Yakutat",910,14,"506077"," 1292958 "," 2.55 "
"crab"," Tanner, bairdi",1995,"Juneau/Yakutat",931,5,"363146"," 2904570 "," 8.00 "
"crab"," red king",1995,"Juneau/Yakutat",921,4,"4288"," 32121 "," 7.49 "
"halibut"," Pacific",1995,"Juneau/Yakutat",200,21,"2129421"," 6138455 "," 2.88 "
"lingcod","",1995,"Juneau/Yakutat",130,9,"64586"," 82785 "," 1.28 "
"octopus"," North Pacific",1995,"Juneau/Yakutat",870,3,"112"," 209 "," 1.87 "
"rockfish"," quillback",1995,"Juneau/Yakutat",147,3,"952"," 883 "," 0.93 "
"rockfish"," redbanded",1995,"Juneau/Yakutat",153,4,"4815"," 3133 "," 0.65 "
"rockfish"," rougheye",1995,"Juneau/Yakutat",151,5,"12166"," 11493 "," 0.94 "
"rockfish"," thornyhead (idiots)",1995,"Juneau/Yakutat",143,5,"25725"," 48005 "," 1.87 "
"rockfish"," unspecified demersal",1995,"Juneau/Yakutat",168,4,"779"," 810 "," 1.04 "
"rockfish"," yelloweye (red snapper)",1995,"Juneau/Yakutat",145,7,"9500"," 7790 "," 0.82 "
"sablefish (blackcod)","",1995,"Juneau/Yakutat",710,7,"2899309"," 11796077 "," 4.07 "
"salmon roe"," chinook",1995,"Juneau/Yakutat",401,8,"20128"," 92425 "," 4.59 "
"salmon roe"," chum",1995,"Juneau/Yakutat",405,20,"914628"," 8027358 "," 8.78 "
"salmon roe"," coho",1995,"Juneau/Yakutat",403,14,"244771"," 1217325 "," 4.97 "
"salmon roe"," pink",1995,"Juneau/Yakutat",404,4,"226534"," 683976 "," 3.02 "
"salmon roe"," sockeye",1995,"Juneau/Yakutat",402,8,"46403"," 261991 "," 5.65 "
"salmon"," chinook",1995,"Juneau/Yakutat",410,26,"560989"," 1237057 "," 2.21 "
"salmon"," chum",1995,"Juneau/Yakutat",450,33,"16618988"," 7725728 "," 0.46 "
"salmon"," coho",1995,"Juneau/Yakutat",430,39,"6537751"," 10403000 "," 1.59 "
"salmon"," pink",1995,"Juneau/Yakutat",440,19,"11407989"," 10164560 "," 0.89 "
"salmon"," sockeye",1995,"Juneau/Yakutat",420,32,"1737240"," 4377567 "," 2.52 "
"scallop"," weathervane",1995,"Juneau/Yakutat",850,6,"152433"," 721395 "," 4.73 "
"shrimp"," coonstriped",1995,"Juneau/Yakutat",964,7,"1999"," 8035 "," 4.02 "
"shrimp"," spot",1995,"Juneau/Yakutat",965,13,"22247"," 147145 "," 6.61 "
"abalone"," northern (pinto)",1995,"Ketchikan/Craig",860,4,"6463"," 96022 "," 14.86 "
"clam"," Pacific geoduck",1995,"Ketchikan/Craig",815,3,"128909"," 454575 "," 3.53 "
"crab"," Dungeness",1995,"Ketchikan/Craig",910,3,"22867"," 34772 "," 1.52 "
"halibut"," Pacific",1995,"Ketchikan/Craig",200,11,"879947"," 2484113 "," 2.82 "
"herring"," with sac roe",1995,"Ketchikan/Craig",234,5,"998487"," 1670159 "," 1.67 "
"lingcod","",1995,"Ketchikan/Craig",130,3,"2436"," 2350 "," 0.96 "
"rockfish"," thornyhead (idiots)",1995,"Ketchikan/Craig",143,3,"5115"," 19372 "," 3.79 "
"rockfish"," yelloweye (red snapper)",1995,"Ketchikan/Craig",145,3,"15440"," 16978 "," 1.10 "
"sablefish (blackcod)","",1995,"Ketchikan/Craig",710,5,"252760"," 1057659 "," 4.18 "
"salmon roe"," chinook",1995,"Ketchikan/Craig",401,3,"1269"," 4045 "," 3.19 "
"salmon roe"," chum",1995,"Ketchikan/Craig",405,10,"1117848"," 9238739 "," 8.26 "
"salmon roe"," coho",1995,"Ketchikan/Craig",403,7,"27126"," 115771 "," 4.27 "
"salmon roe"," pink",1995,"Ketchikan/Craig",404,6,"350782"," 973681 "," 2.78 "
"salmon roe"," sockeye",1995,"Ketchikan/Craig",402,5,"40747"," 164925 "," 4.05 "
"salmon"," chinook",1995,"Ketchikan/Craig",410,19,"395820"," 1113254 "," 2.81 "
"salmon"," chum",1995,"Ketchikan/Craig",450,19,"20533134"," 15089161 "," 0.73 "
"salmon"," coho",1995,"Ketchikan/Craig",430,19,"5256340"," 8869131 "," 1.69 "
"salmon"," pink",1995,"Ketchikan/Craig",440,17,"57436392"," 52563383 "," 0.92 "
"salmon"," sockeye",1995,"Ketchikan/Craig",420,16,"3804710"," 10030074 "," 2.64 "
"sea cucumber","",1995,"Ketchikan/Craig",895,3,"539856"," 1596557 "," 2.96 "
"shrimp"," coonstriped",1995,"Ketchikan/Craig",964,5,"1498"," 4847 "," 3.24 "
"shrimp"," spot",1995,"Ketchikan/Craig",965,15,"415751"," 2221210 "," 5.34 "
"cod"," Pacific (gray)",1995,"Kodiak",110,8,"21991018"," 29563198 "," 1.34 "
"crab"," Dungeness",1995,"Kodiak",910,4,"255708"," 886153 "," 3.47 "
"crab"," Tanner, bairdi",1995,"Kodiak",931,4,"394822"," 2654974 "," 6.72 "
"flounder"," starry",1995,"Kodiak",129,3,"23162"," 88516 "," 3.82 "
"halibut"," Pacific",1995,"Kodiak",200,12,"5256084"," 14212547 "," 2.70 "
"herring"," bait",1995,"Kodiak",233,3,"188074"," 74517 "," 0.40 "
"herring"," roe only",1995,"Kodiak",232,4,"11936"," 48394 "," 4.05 "
"herring"," with sac roe",1995,"Kodiak",234,14,"9957391"," 10802150 "," 1.08 "
"octopus"," North Pacific",1995,"Kodiak",870,6,"72836"," 67211 "," 0.92 "
"pollock"," walleye",1995,"Kodiak",270,6,"10999591"," 15956765 "," 1.45 "
"rockfish"," black",1995,"Kodiak",142,4,"202291"," 150120 "," 0.74 "
"rockfish"," dusky",1995,"Kodiak",154,4,"8743"," 8856 "," 1.01 "
"rockfish"," rougheye",1995,"Kodiak",151,3,"5029"," 6249 "," 1.24 "
